,session,type,outcome,sponsor_count,section_count,word_count
BILLS-115s2453is,115,s,is,1,2,369
BILLS-115s2454is,115,s,is,7,2,1820
BILLS-115s2455is,115,s,is,4,4,874
BILLS-115s2456is,115,s,is,8,14,3353
BILLS-115s2457is,115,s,is,3,3,456
BILLS-115s2458is,115,s,is,10,2,3332
BILLS-115s2459is,115,s,is,1,5,3806
BILLS-115s245enr,115,s,enr,1,15,8307
BILLS-115s245es,115,s,es,1,15,8293
BILLS-115s245is,115,s,is,7,15,8319
BILLS-115s245rfh,115,s,rfh,1,15,8322
BILLS-115s245rh,115,s,rh,1,15,8431
BILLS-115s245rs,115,s,rs,10,15,8377
BILLS-115s2460is,115,s,is,4,2,863
BILLS-115s2461is,115,s,is,2,2,594
BILLS-115s2461rs,115,s,rs,7,2,667
BILLS-115s2462is,115,s,is,2,4,1453
BILLS-115s2463is,115,s,is,8,36,12790
BILLS-115s2463rs,115,s,rs,14,46,27315
BILLS-115s2464pcs,115,s,pcs,2,4,3087
BILLS-115s2465enr,115,s,enr,0,4,996
BILLS-115s2465es,115,s,es,0,4,997
BILLS-115s2465is,115,s,is,3,5,1141
BILLS-115s2465rs,115,s,rs,9,5,2060
BILLS-115s2466is,115,s,is,2,2,457
BILLS-115s2467is,115,s,is,16,1,306
BILLS-115s2468is,115,s,is,13,5,1553
BILLS-115s2469is,115,s,is,1,5,3199
BILLS-115s246is,115,s,is,2,7,1182
BILLS-115s2470is,115,s,is,2,2,2114
BILLS-115s2471is,115,s,is,3,2,1227
BILLS-115s2472is,115,s,is,5,11,3937
BILLS-115s2473is,115,s,is,1,2,784
BILLS-115s2474is,115,s,is,2,4,4006
BILLS-115s2475is,115,s,is,3,2,635
BILLS-115s2476is,115,s,is,1,3,1878
BILLS-115s2477is,115,s,is,6,3,564
BILLS-115s2478is,115,s,is,2,2,421
BILLS-115s2479is,115,s,is,4,3,897
BILLS-115s247is,115,s,is,13,3,2061
BILLS-115s2480is,115,s,is,2,2,458
BILLS-115s2481is,115,s,is,1,2,177
BILLS-115s2482is,115,s,is,4,7,2213
BILLS-115s2483is,115,s,is,14,13,4938
BILLS-115s2484is,115,s,is,1,5,5041
BILLS-115s2485is,115,s,is,1,2,485
BILLS-115s2486is,115,s,is,1,2,254
BILLS-115s2487is,115,s,is,2,2,1380
BILLS-115s2488is,115,s,is,12,2,334
BILLS-115s2489is,115,s,is,2,4,1502
BILLS-115s248is,115,s,is,10,2,300
BILLS-115s2490is,115,s,is,2,2,245
BILLS-115s2491is,115,s,is,1,2,176
BILLS-115s2492is,115,s,is,10,3,1013
BILLS-115s2493is,115,s,is,1,2,433
BILLS-115s2494is,115,s,is,17,2,761
BILLS-115s2495is,115,s,is,26,2,1393
BILLS-115s2496is,115,s,is,1,2,3803
BILLS-115s2497eah,115,s,eah,0,14,2864
BILLS-115s2497es,115,s,es,0,15,3579
BILLS-115s2497is,115,s,is,2,16,3778
BILLS-115s2497rfh,115,s,rfh,0,15,3594
BILLS-115s2497rs,115,s,rs,72,25,7061
BILLS-115s2498is,115,s,is,4,2,1114
BILLS-115s2499is,115,s,is,1,1,1015
BILLS-115s249es,115,s,es,0,1,203
BILLS-115s249is,115,s,is,2,1,220
BILLS-115s249rfh,115,s,rfh,0,1,193
BILLS-115s249rh,115,s,rh,0,1,269
BILLS-115s249rs,115,s,rs,3,1,277
BILLS-115s24is,115,s,is,1,1,318
BILLS-115s2500is,115,s,is,2,6,875
BILLS-115s2501is,115,s,is,3,2,1338
BILLS-115s2502is,115,s,is,3,32,9745
BILLS-115s2503es,115,s,es,4,25,8116
BILLS-115s2503is,115,s,is,6,27,10671
BILLS-115s2503rs,115,s,rs,7,27,10735
BILLS-115s2504is,115,s,is,4,3,443
BILLS-115s2505is,115,s,is,2,2,895
BILLS-115s2506is,115,s,is,5,1,550
BILLS-115s2507is,115,s,is,1,2,464
BILLS-115s2508is,115,s,is,8,7,1028
BILLS-115s2509is,115,s,is,8,2,905
BILLS-115s250is,115,s,is,5,1,227
BILLS-115s2510is,115,s,is,1,2,971
BILLS-115s2511eah,115,s,eah,0,7,2135
BILLS-115s2511enr,115,s,enr,0,7,2161
BILLS-115s2511es,115,s,es,0,7,2219
BILLS-115s2511is,115,s,is,2,10,3009
BILLS-115s2511rfh,115,s,rfh,0,7,2219
BILLS-115s2511rs,115,s,rs,3,14,5112
BILLS-115s2512is,115,s,is,1,1,269
BILLS-115s2513is,115,s,is,13,8,3171
BILLS-115s2514is,115,s,is,5,2,1487
BILLS-115s2515es,115,s,es,1,7,10587
BILLS-115s2515is,115,s,is,5,7,10609
BILLS-115s2515rfh,115,s,rfh,1,7,10576
BILLS-115s2515rs,115,s,rs,9,7,10674
BILLS-115s2516is,115,s,is,5,3,1120
BILLS-115s2517is,115,s,is,3,3,2923
BILLS-115s2518is,115,s,is,4,22,6520
BILLS-115s2519is,115,s,is,1,12,3940
BILLS-115s251is,115,s,is,3,2,325
BILLS-115s2520is,115,s,is,4,4,673
BILLS-115s2521is,115,s,is,2,5,3656
BILLS-115s2522is,115,s,is,4,2,588
BILLS-115s2523is,115,s,is,2,2,717
BILLS-115s2524is,115,s,is,3,2,1189
BILLS-115s2525is,115,s,is,22,6,1536
BILLS-115s2526is,115,s,is,5,35,21005
BILLS-115s2527is,115,s,is,3,2,186
BILLS-115s2527rs,115,s,rs,4,2,236
BILLS-115s2528is,115,s,is,5,6,1198
BILLS-115s2529is,115,s,is,4,2,540
BILLS-115s252is,115,s,is,15,2,2308
BILLS-115s2530is,115,s,is,2,2,1026
BILLS-115s2531is,115,s,is,3,3,1028
BILLS-115s2532is,115,s,is,1,3,1604
BILLS-115s2533is,115,s,is,2,2,435
BILLS-115s2534is,115,s,is,3,2,259
BILLS-115s2535is,115,s,is,4,2,583
BILLS-115s2535rs,115,s,rs,5,3,1325
BILLS-115s2536is,115,s,is,1,2,247
BILLS-115s2537is,115,s,is,1,2,472
BILLS-115s2538is,115,s,is,2,1,408
BILLS-115s2539is,115,s,is,1,1,166
BILLS-115s253is,115,s,is,4,2,347
BILLS-115s2540is,115,s,is,10,2,190
BILLS-115s2541is,115,s,is,5,3,494
BILLS-115s2542is,115,s,is,7,2,1029
BILLS-115s2543is,115,s,is,2,3,2018
BILLS-115s2544is,115,s,is,1,4,4165
BILLS-115s2545is,115,s,is,6,2,732
BILLS-115s2546is,115,s,is,2,3,2562
BILLS-115s2547is,115,s,is,2,2,279
BILLS-115s2548is,115,s,is,4,3,1203
BILLS-115s2549es,115,s,es,0,1,198
BILLS-115s2549is,115,s,is,2,1,218
BILLS-115s2549rs,115,s,rs,3,1,274
BILLS-115s254es,115,s,es,2,3,312
BILLS-115s254is,115,s,is,9,3,326
BILLS-115s254rfh,115,s,rfh,2,3,299
BILLS-115s254rs,115,s,rs,11,3,391
BILLS-115s2550is,115,s,is,2,1,213
BILLS-115s2551is,115,s,is,6,12,5281
BILLS-115s2552is,115,s,is,2,2,490
BILLS-115s2553enr,115,s,enr,0,2,302
BILLS-115s2553es,115,s,es,0,2,306
BILLS-115s2553is,115,s,is,6,2,449
BILLS-115s2553rfh,115,s,rfh,0,2,323
BILLS-115s2554enr,115,s,enr,0,3,1301
BILLS-115s2554es,115,s,es,0,3,1293
BILLS-115s2554is,115,s,is,5,2,446
BILLS-115s2554rs,115,s,rs,15,4,1717
BILLS-115s2555is,115,s,is,3,3,727
BILLS-115s2556is,115,s,is,2,2,221
BILLS-115s2557is,115,s,is,7,6,2990
BILLS-115s2558is,115,s,is,2,2,741
BILLS-115s2559enr,115,s,enr,0,2,1053
BILLS-115s2559es,115,s,es,0,2,1040
BILLS-115s2559is,115,s,is,7,2,1068
BILLS-115s2559rfh,115,s,rfh,0,2,1034
BILLS-115s2559rs,115,s,rs,11,2,1118
BILLS-115s255is,115,s,is,5,2,395
BILLS-115s2560is,115,s,is,1,9,1634
BILLS-115s2560rs,115,s,rs,2,10,3712
BILLS-115s2561is,115,s,is,2,2,397
BILLS-115s2562is,115,s,is,2,6,860
BILLS-115s2563is,115,s,is,5,32,7687
BILLS-115s2564is,115,s,is,3,4,1826
BILLS-115s2565is,115,s,is,8,2,830
BILLS-115s2566is,115,s,is,2,3,1440
BILLS-115s2567is,115,s,is,1,3,1124
BILLS-115s2568is,115,s,is,2,2,488
BILLS-115s2569is,115,s,is,4,2,1273
BILLS-115s256is,115,s,is,2,5,948
BILLS-115s2570is,115,s,is,2,1,181
BILLS-115s2571is,115,s,is,6,8,3399
BILLS-115s2572is,115,s,is,32,3,1527
BILLS-115s2573is,115,s,is,3,2,170
BILLS-115s2574is,115,s,is,3,7,1938
BILLS-115s2575is,115,s,is,2,3,645
BILLS-115s2576is,115,s,is,1,2,356
BILLS-115s2577is,115,s,is,5,4,264
BILLS-115s2578is,115,s,is,4,2,721
BILLS-115s2579is,115,s,is,3,2,621
BILLS-115s257is,115,s,is,2,10,988
BILLS-115s2580is,115,s,is,14,2,449
BILLS-115s2581is,115,s,is,1,2,1157
BILLS-115s2582is,115,s,is,7,23,8298
BILLS-115s2583is,115,s,is,2,3,555
BILLS-115s2584is,115,s,is,36,12,2739
BILLS-115s2585is,115,s,is,2,1,186
BILLS-115s2586is,115,s,is,4,1,360
BILLS-115s2587is,115,s,is,3,1,3262
BILLS-115s2588is,115,s,is,3,1,2194
BILLS-115s2589is,115,s,is,2,2,1202
BILLS-115s258is,115,s,is,2,10,1675
BILLS-115s2590is,115,s,is,3,2,2410
BILLS-115s2591is,115,s,is,28,4,1181
BILLS-115s2592is,115,s,is,1,2,839
BILLS-115s2593is,115,s,is,8,7,6964
BILLS-115s2594is,115,s,is,1,3,309
BILLS-115s2595is,115,s,is,2,11,1354
BILLS-115s2596is,115,s,is,2,2,521
BILLS-115s2597es,115,s,es,0,2,317
BILLS-115s2597is,115,s,is,13,2,360
BILLS-115s2597rs,115,s,rs,15,2,417
BILLS-115s2598is,115,s,is,10,5,6934
BILLS-115s2599es,115,s,es,0,2,954
BILLS-115s2599is,115,s,is,1,2,922
BILLS-115s2599rs,115,s,rs,3,2,1060
BILLS-115s259is,115,s,is,3,2,367
BILLS-115s25is,115,s,is,3,5,1374
BILLS-115s2600is,115,s,is,2,2,194
BILLS-115s2601is,115,s,is,2,5,811
BILLS-115s2602is,115,s,is,4,4,2929
BILLS-115s2602rs,115,s,rs,6,7,6543
BILLS-115s2603is,115,s,is,3,2,1195
BILLS-115s2604is,115,s,is,1,2,265
BILLS-115s2605is,115,s,is,3,4,509
BILLS-115s2606is,115,s,is,3,2,387
BILLS-115s2607is,115,s,is,5,5,4692
BILLS-115s2608is,115,s,is,2,2,244
BILLS-115s2609is,115,s,is,2,2,1143
BILLS-115s260is,115,s,is,23,2,239
BILLS-115s2610is,115,s,is,2,2,1247
BILLS-115s2611is,115,s,is,2,1,898
BILLS-115s2612is,115,s,is,2,5,2195
BILLS-115s2613is,115,s,is,3,2,395
BILLS-115s2614is,115,s,is,2,3,1608
BILLS-115s2615is,115,s,is,3,4,1193
BILLS-115s2616is,115,s,is,1,6,1198
BILLS-115s2617is,115,s,is,2,3,389
BILLS-115s2618is,115,s,is,1,2,507
BILLS-115s2619is,115,s,is,5,10,1946
BILLS-115s261is,115,s,is,7,3,1398
BILLS-115s2620is,115,s,is,1,5,920
BILLS-115s2621is,115,s,is,6,25,9495
BILLS-115s2622is,115,s,is,3,1,502
BILLS-115s2623is,115,s,is,2,1,170
BILLS-115s2624is,115,s,is,2,2,1021
BILLS-115s2625is,115,s,is,4,3,1569
BILLS-115s2626is,115,s,is,3,2,724
BILLS-115s2627is,115,s,is,3,5,3426
BILLS-115s2628is,115,s,is,2,2,290
BILLS-115s2629pcs,115,s,pcs,8,28,26552
BILLS-115s262is,115,s,is,5,2,1214
BILLS-115s2630is,115,s,is,1,2,957
BILLS-115s2631is,115,s,is,2,2,296
BILLS-115s2632is,115,s,is,2,2,618
BILLS-115s2633is,115,s,is,2,3,839
BILLS-115s2634is,115,s,is,3,3,2284
BILLS-115s2635is,115,s,is,6,5,868
BILLS-115s2636is,115,s,is,3,2,1659
BILLS-115s2637is,115,s,is,6,3,2893
BILLS-115s2638is,115,s,is,1,2,259
BILLS-115s2639is,115,s,is,2,2,2207
BILLS-115s263is,115,s,is,6,4,2108
BILLS-115s2640is,115,s,is,2,6,3145
BILLS-115s2641is,115,s,is,2,2,536
BILLS-115s2642is,115,s,is,3,3,2477
BILLS-115s2643is,115,s,is,7,3,998
BILLS-115s2644is,115,s,is,4,2,721
BILLS-115s2644rs,115,s,rs,5,2,4015
BILLS-115s2645is,115,s,is,4,10,614
BILLS-115s2645rs,115,s,rs,6,10,672
BILLS-115s2646is,115,s,is,2,3,1976
BILLS-115s2647is,115,s,is,3,12,3775
BILLS-115s2648is,115,s,is,1,4,2104
BILLS-115s2649is,115,s,is,2,3,1005
BILLS-115s264is,115,s,is,2,2,359
BILLS-115s2650is,115,s,is,1,3,565
BILLS-115s2651is,115,s,is,2,5,871
BILLS-115s2652enr,115,s,enr,0,5,985
BILLS-115s2652es,115,s,es,0,5,966
BILLS-115s2652is,115,s,is,3,5,988
BILLS-115s2652rfh,115,s,rfh,0,5,966
BILLS-115s2653is,115,s,is,3,2,1571
BILLS-115s2654is,115,s,is,3,2,960
BILLS-115s2655is,115,s,is,2,3,1076
BILLS-115s2656is,115,s,is,2,5,1133
BILLS-115s2657is,115,s,is,2,2,940
BILLS-115s2658is,115,s,is,2,2,505
BILLS-115s2659is,115,s,is,5,2,1038
BILLS-115s265is,115,s,is,6,7,3927
BILLS-115s2660is,115,s,is,1,2,817
BILLS-115s2661is,115,s,is,5,3,758
BILLS-115s2662is,115,s,is,3,5,773
BILLS-115s2663is,115,s,is,10,10,3276
BILLS-115s2664is,115,s,is,4,2,1929
BILLS-115s2665is,115,s,is,2,1,625
BILLS-115s2666is,115,s,is,3,3,1138
BILLS-115s2667pcs,115,s,pcs,4,7,2349
BILLS-115s2668is,115,s,is,4,1,732
BILLS-115s2669is,115,s,is,4,3,1102
BILLS-115s266es,115,s,es,0,5,1750
BILLS-115s266is,115,s,is,2,5,1771
BILLS-115s266rfh,115,s,rfh,0,5,1737
BILLS-115s2670is,115,s,is,2,2,360
BILLS-115s2671is,115,s,is,2,11,7172
BILLS-115s2672is,115,s,is,2,2,393
BILLS-115s2673is,115,s,is,2,4,2061
BILLS-115s2674is,115,s,is,1,1,224
BILLS-115s2675is,115,s,is,1,1,169
BILLS-115s2676is,115,s,is,2,2,210
BILLS-115s2677is,115,s,is,1,2,1022
BILLS-115s2678is,115,s,is,5,2,424
BILLS-115s2679enr,115,s,enr,0,2,333
BILLS-115s2679es,115,s,es,0,2,322
BILLS-115s2679is,115,s,is,4,2,283
BILLS-115s2679rs,115,s,rs,8,3,574
BILLS-115s267is,115,s,is,2,1,266
BILLS-115s267rs,115,s,rs,3,1,319
BILLS-115s2680is,115,s,is,3,41,22855
BILLS-115s2680rs,115,s,rs,21,69,48489
BILLS-115s2681is,115,s,is,1,2,1412
BILLS-115s2682is,115,s,is,2,2,1043
BILLS-115s2683is,115,s,is,2,2,935
BILLS-115s2684is,115,s,is,2,2,539
BILLS-115s2685is,115,s,is,2,2,516
BILLS-115s2686is,115,s,is,1,3,306
BILLS-115s2687is,115,s,is,1,24,8026
BILLS-115s2688is,115,s,is,2,2,2527
BILLS-115s2689is,115,s,is,3,17,4276
BILLS-115s268is,115,s,is,2,11,2036
BILLS-115s2690is,115,s,is,4,1,213
BILLS-115s2691is,115,s,is,2,5,2682
BILLS-115s2692enr,115,s,enr,0,1,193
BILLS-115s2692es,115,s,es,0,1,190
BILLS-115s2692is,115,s,is,2,1,210
BILLS-115s2692rs,115,s,rs,3,1,264
BILLS-115s2693is,115,s,is,3,3,1035
BILLS-115s2694is,115,s,is,12,3,382
BILLS-115s2695is,115,s,is,8,2,393
BILLS-115s2696is,115,s,is,1,2,2049
BILLS-115s2697is,115,s,is,2,2,214
BILLS-115s2698is,115,s,is,2,6,1498
BILLS-115s2699is,115,s,is,2,6,1707
BILLS-115s269es,115,s,es,0,2,1021
BILLS-115s269is,115,s,is,2,2,1039
BILLS-115s269rfh,115,s,rfh,0,2,1035
BILLS-115s269rs,115,s,rs,3,2,1109
BILLS-115s26is,115,s,is,11,2,1470
BILLS-115s2700is,115,s,is,3,4,18854
BILLS-115s2701is,115,s,is,4,2,2154
BILLS-115s2702is,115,s,is,4,2,403
BILLS-115s2703is,115,s,is,2,6,680
BILLS-115s2704is,115,s,is,2,2,458
BILLS-115s2705is,115,s,is,6,8,3350
BILLS-115s2706is,115,s,is,1,1,246
BILLS-115s2707is,115,s,is,2,2,240
BILLS-115s2708is,115,s,is,12,10,4174
BILLS-115s2709is,115,s,is,3,4,704
BILLS-115s270is,115,s,is,4,2,370
BILLS-115s2710is,115,s,is,2,3,643
BILLS-115s2711is,115,s,is,2,2,453
BILLS-115s2712is,115,s,is,8,2,1218
BILLS-115s2713is,115,s,is,3,1,245
BILLS-115s2714is,115,s,is,2,4,1121
BILLS-115s2715is,115,s,is,3,4,986
BILLS-115s2716is,115,s,is,4,1,875
BILLS-115s2717is,115,s,is,4,16,3460
BILLS-115s2717rs,115,s,rs,7,24,7345
BILLS-115s2718is,115,s,is,5,2,480
BILLS-115s2719is,115,s,is,2,2,700
BILLS-115s271is,115,s,is,1,4,665
BILLS-115s2720is,115,s,is,18,2,264
BILLS-115s2721is,115,s,is,2,6,1969
BILLS-115s2722is,115,s,is,2,9,1883
BILLS-115s2723is,115,s,is,5,3,1265
BILLS-115s2724is,115,s,is,6,9,6450
BILLS-115s2725is,115,s,is,2,1,217
BILLS-115s2726is,115,s,is,5,3,1999
BILLS-115s2727is,115,s,is,2,2,817
BILLS-115s2728is,115,s,is,2,5,2468
BILLS-115s2729is,115,s,is,2,14,4031
BILLS-115s272is,115,s,is,4,10,2159
BILLS-115s2730is,115,s,is,1,4,3865
BILLS-115s2731is,115,s,is,1,5,3608
BILLS-115s2732is,115,s,is,1,2,277
BILLS-115s2733is,115,s,is,4,3,525
BILLS-115s2734enr,115,s,enr,0,1,210
BILLS-115s2734es,115,s,es,0,1,208
BILLS-115s2734is,115,s,is,2,1,228
BILLS-115s2734rfh,115,s,rfh,0,1,192
BILLS-115s2734rs,115,s,rs,3,1,283
BILLS-115s2735is,115,s,is,2,4,1630
BILLS-115s2736eah,115,s,eah,2,41,9767
BILLS-115s2736enr,115,s,enr,2,41,9797
BILLS-115s2736es,115,s,es,2,41,9762
BILLS-115s2736is,115,s,is,7,30,7415
BILLS-115s2736rs,115,s,rs,15,48,16512
BILLS-115s2737is,115,s,is,4,2,2230
BILLS-115s2738is,115,s,is,1,1,416
BILLS-115s2739is,115,s,is,4,2,767
BILLS-115s273is,115,s,is,7,4,1010
BILLS-115s2740is,115,s,is,10,7,1234
BILLS-115s2741is,115,s,is,2,2,423
BILLS-115s2742is,115,s,is,5,3,1736
BILLS-115s2743is,115,s,is,1,2,217
BILLS-115s2744is,115,s,is,3,2,745
BILLS-115s2745is,115,s,is,3,2,373
BILLS-115s2746is,115,s,is,6,2,2171
BILLS-115s2747is,115,s,is,4,2,474
BILLS-115s2748is,115,s,is,3,2,369
BILLS-115s2749is,115,s,is,2,9,7071
BILLS-115s274pcs,115,s,pcs,42,2,308
BILLS-115s2750is,115,s,is,2,2,599
BILLS-115s2751is,115,s,is,2,1,213
BILLS-115s2752is,115,s,is,2,3,1517
BILLS-115s2753is,115,s,is,2,8,2071
BILLS-115s2754is,115,s,is,3,2,2662
BILLS-115s2755is,115,s,is,1,2,878
BILLS-115s2756is,115,s,is,2,2,1051
BILLS-115s2757is,115,s,is,4,3,1235
BILLS-115s2758cps,115,s,cps,2,1,211
BILLS-115s2758es,115,s,es,0,1,193
BILLS-115s2759is,115,s,is,4,3,1621
BILLS-115s275is,115,s,is,14,2,371
BILLS-115s2760is,115,s,is,1,1,498
BILLS-115s2761is,115,s,is,1,1,291
BILLS-115s2762is,115,s,is,5,5,1796
BILLS-115s2763is,115,s,is,6,5,1461
BILLS-115s2764is,115,s,is,3,6,1618
BILLS-115s2764rs,115,s,rs,8,6,1686
BILLS-115s2765enr,115,s,enr,0,3,578
BILLS-115s2765es,115,s,es,0,3,573
BILLS-115s2765is,115,s,is,2,3,593
BILLS-115s2765rfh,115,s,rfh,0,3,559
BILLS-115s2766is,115,s,is,3,2,449
BILLS-115s2767is,115,s,is,5,8,3241
BILLS-115s2768is,115,s,is,2,3,1366
BILLS-115s2769is,115,s,is,3,2,1320
BILLS-115s276is,115,s,is,2,14,1386
BILLS-115s2770is,115,s,is,3,2,411
BILLS-115s2771is,115,s,is,3,2,825
BILLS-115s2772is,115,s,is,3,1,399
BILLS-115s2773is,115,s,is,4,5,653
BILLS-115s2773rs,115,s,rs,7,5,1206
BILLS-115s2774is,115,s,is,7,2,185
BILLS-115s2775is,115,s,is,4,5,4344
BILLS-115s2776is,115,s,is,2,3,1880
BILLS-115s2777is,115,s,is,2,1,245
BILLS-115s2778is,115,s,is,1,2,293
BILLS-115s2779enr,115,s,enr,0,9,1228
BILLS-115s2779es,115,s,es,0,9,1210
BILLS-115s2779is,115,s,is,2,9,1223
BILLS-115s2779rs,115,s,rs,3,15,2446
BILLS-115s277is,115,s,is,1,2,957
BILLS-115s2780is,115,s,is,3,1,328
BILLS-115s2781is,115,s,is,3,1,248
BILLS-115s2782is,115,s,is,3,6,752
BILLS-115s2783is,115,s,is,1,7,3719
BILLS-115s2784is,115,s,is,5,1,173
BILLS-115s2785is,115,s,is,3,3,323
BILLS-115s2786is,115,s,is,7,10,1884
BILLS-115s2787is,115,s,is,1,3,625
BILLS-115s2788is,115,s,is,1,1,169
BILLS-115s2789is,115,s,is,6,20,3346
BILLS-115s2789rs,115,s,rs,15,29,5501
BILLS-115s278is,115,s,is,2,2,1348
BILLS-115s278rs,115,s,rs,3,3,2614
BILLS-115s2790is,115,s,is,4,2,1379
BILLS-115s2791is,115,s,is,2,2,1540
BILLS-115s2792is,115,s,is,4,1,287
BILLS-115s2793is,115,s,is,7,2,730
BILLS-115s2794is,115,s,is,2,2,806
BILLS-115s2795is,115,s,is,3,23,12864
BILLS-115s2796is,115,s,is,2,2,502
BILLS-115s2797is,115,s,is,2,7,1998
BILLS-115s2798is,115,s,is,1,2,391
BILLS-115s2799is,115,s,is,2,2,626
BILLS-115s279is,115,s,is,1,2,173
BILLS-115s27is,115,s,is,5,10,2581
BILLS-115s2800is,115,s,is,17,154,32760
BILLS-115s2800rs,115,s,rs,36,272,73047
BILLS-115s2801is,115,s,is,3,4,951
BILLS-115s2802is,115,s,is,1,2,535
BILLS-115s2803is,115,s,is,6,8,3540
BILLS-115s2804is,115,s,is,3,10,3683
BILLS-115s2805is,115,s,is,2,2,713
BILLS-115s2806is,115,s,is,2,2,1506
BILLS-115s2807is,115,s,is,2,2,448
BILLS-115s2808is,115,s,is,2,4,446
BILLS-115s2809is,115,s,is,2,16,7940
BILLS-115s2809rs,115,s,rs,4,23,13168
BILLS-115s280is,115,s,is,2,6,1416
BILLS-115s280rs,115,s,rs,3,6,1473
BILLS-115s2810is,115,s,is,13,4,2075
BILLS-115s2811is,115,s,is,8,1,287
BILLS-115s2812is,115,s,is,1,3,1036
BILLS-115s2813is,115,s,is,2,2,712
BILLS-115s2814is,115,s,is,3,3,1496
BILLS-115s2815is,115,s,is,3,4,564
BILLS-115s2816is,115,s,is,1,1,140
BILLS-115s2817is,115,s,is,1,1,143
BILLS-115s2818is,115,s,is,2,1,184
BILLS-115s2819is,115,s,is,1,1,260
BILLS-115s281is,115,s,is,1,2,1001
BILLS-115s2820is,115,s,is,1,2,215
BILLS-115s2821is,115,s,is,13,3,308
BILLS-115s2822is,115,s,is,2,2,1374
BILLS-115s2823is,115,s,is,18,13,22699
BILLS-115s2823rs,115,s,rs,77,21,47371
BILLS-115s2824is,115,s,is,3,4,1721
BILLS-115s2825is,115,s,is,2,2,616
BILLS-115s2826is,115,s,is,1,11,3943
BILLS-115s2827es,115,s,es,0,9,1855
BILLS-115s2827is,115,s,is,2,8,1695
BILLS-115s2827rs,115,s,rs,4,10,3413
BILLS-115s2828is,115,s,is,2,2,634
BILLS-115s2829is,115,s,is,4,4,2265
BILLS-115s282is,115,s,is,8,8,2635
BILLS-115s2830is,115,s,is,5,2,679
BILLS-115s2831is,115,s,is,2,7,1084
BILLS-115s2831rs,115,s,rs,4,5,1785
BILLS-115s2832is,115,s,is,4,4,1672
BILLS-115s2833is,115,s,is,1,1,235
BILLS-115s2834is,115,s,is,1,3,376
BILLS-115s2835is,115,s,is,10,2,739
BILLS-115s2836is,115,s,is,6,3,2687
BILLS-115s2836rs,115,s,rs,11,5,5784
BILLS-115s2837is,115,s,is,1,2,1001
BILLS-115s2837rs,115,s,rs,3,2,1744
BILLS-115s2838is,115,s,is,4,5,1646
BILLS-115s2838rs,115,s,rs,6,5,3183
BILLS-115s2839is,115,s,is,5,3,1096
BILLS-115s283is,115,s,is,6,2,269
BILLS-115s2840is,115,s,is,1,2,549
BILLS-115s2841is,115,s,is,2,4,818
BILLS-115s2842is,115,s,is,2,3,1006
BILLS-115s2842rs,115,s,rs,6,4,1951
BILLS-115s2843is,115,s,is,2,2,1607
BILLS-115s2844is,115,s,is,1,3,358
BILLS-115s2844rs,115,s,rs,2,3,414
BILLS-115s2845is,115,s,is,1,9,3199
BILLS-115s2846is,115,s,is,2,3,3412
BILLS-115s2847is,115,s,is,4,7,1824
BILLS-115s2848is,115,s,is,1,8,1318
BILLS-115s2848rs,115,s,rs,2,15,3368
BILLS-115s2849is,115,s,is,1,5,1660
BILLS-115s284is,115,s,is,1,2,1686
BILLS-115s2850enr,115,s,enr,1,2,333
BILLS-115s2850es,115,s,es,1,2,328
BILLS-115s2850pcs,115,s,pcs,3,1,299
BILLS-115s2851is,115,s,is,2,2,1702
BILLS-115s2852is,115,s,is,5,29,14268
BILLS-115s2852rs,115,s,rs,8,52,32097
BILLS-115s2853is,115,s,is,1,3,1097
BILLS-115s2854is,115,s,is,3,2,1023
BILLS-115s2855is,115,s,is,2,2,966
BILLS-115s2856is,115,s,is,1,3,1095
BILLS-115s2857es,115,s,es,1,3,432
BILLS-115s2857is,115,s,is,2,3,447
BILLS-115s2857rfh,115,s,rfh,1,3,425
BILLS-115s2857rh,115,s,rh,1,3,482
BILLS-115s2857rs,115,s,rs,4,3,497
BILLS-115s2858is,115,s,is,4,3,772
BILLS-115s2859is,115,s,is,3,3,351
BILLS-115s285is,115,s,is,2,2,269
BILLS-115s285rs,115,s,rs,3,2,334
BILLS-115s2860is,115,s,is,4,2,442
BILLS-115s2861is,115,s,is,2,2,404
BILLS-115s2861rs,115,s,rs,3,3,1261
BILLS-115s2862is,115,s,is,2,2,1177
BILLS-115s2863es,115,s,es,0,7,1106
BILLS-115s2863is,115,s,is,23,7,1170
BILLS-115s2864is,115,s,is,2,3,1028
BILLS-115s2865is,115,s,is,7,2,1248
BILLS-115s2866is,115,s,is,2,3,284
BILLS-115s2867is,115,s,is,1,2,902
BILLS-115s2868is,115,s,is,2,2,1108
BILLS-115s2869is,115,s,is,2,2,388
BILLS-115s286is,115,s,is,2,2,439
BILLS-115s286rs,115,s,rs,3,2,500
BILLS-115s2870is,115,s,is,2,3,422
BILLS-115s2870rs,115,s,rs,3,3,483
BILLS-115s2871is,115,s,is,3,2,377
BILLS-115s2872pcs,115,s,pcs,8,26,12627
BILLS-115s2873is,115,s,is,2,17,3916
BILLS-115s2874is,115,s,is,2,11,3677
BILLS-115s2875is,115,s,is,3,2,951
BILLS-115s2876is,115,s,is,2,2,221
BILLS-115s2876rs,115,s,rs,3,2,276
BILLS-115s2877is,115,s,is,1,2,1006
BILLS-115s2878is,115,s,is,3,4,667
