,session,type,outcome,sponsor_count,section_count,word_count
BILLS-115s2030is,115,s,is,2,2,249
BILLS-115s2030rfh,115,s,rfh,0,2,216
BILLS-115s2031is,115,s,is,1,6,927
BILLS-115s2032is,115,s,is,2,5,3076
BILLS-115s2033is,115,s,is,1,2,203
BILLS-115s2034is,115,s,is,3,4,1029
BILLS-115s2035is,115,s,is,4,11,2171
BILLS-115s2036is,115,s,is,3,3,416
BILLS-115s2037is,115,s,is,6,2,1257
BILLS-115s2038is,115,s,is,6,2,467
BILLS-115s2039is,115,s,is,1,7,5934
BILLS-115s203is,115,s,is,15,4,359
BILLS-115s2040enr,115,s,enr,0,1,191
BILLS-115s2040es,115,s,es,0,1,187
BILLS-115s2040is,115,s,is,2,1,207
BILLS-115s2040rs,115,s,rs,3,1,260
BILLS-115s2041is,115,s,is,4,3,650
BILLS-115s2042is,115,s,is,4,3,609
BILLS-115s2043is,115,s,is,9,29,14774
BILLS-115s2044is,115,s,is,16,4,573
BILLS-115s2045is,115,s,is,11,2,847
BILLS-115s2046is,115,s,is,2,9,11959
BILLS-115s2047is,115,s,is,8,3,601
BILLS-115s2048is,115,s,is,3,2,2461
BILLS-115s2049is,115,s,is,3,1,296
BILLS-115s204enr,115,s,enr,0,3,1420
BILLS-115s204es,115,s,es,0,3,1415
BILLS-115s204is,115,s,is,44,2,761
BILLS-115s204rfh,115,s,rfh,0,3,1402
BILLS-115s2050is,115,s,is,1,1,286
BILLS-115s2051is,115,s,is,2,2,1021
BILLS-115s2052is,115,s,is,1,5,1147
BILLS-115s2053is,115,s,is,1,1,152
BILLS-115s2054is,115,s,is,2,1,342
BILLS-115s2055is,115,s,is,3,3,883
BILLS-115s2056is,115,s,is,2,2,482
BILLS-115s2057is,115,s,is,7,4,2566
BILLS-115s2058is,115,s,is,2,1,287
BILLS-115s2059is,115,s,is,6,5,919
BILLS-115s205is,115,s,is,28,3,1243
BILLS-115s2060is,115,s,is,14,13,5888
BILLS-115s2060rs,115,s,rs,19,19,12667
BILLS-115s2061is,115,s,is,3,12,5164
BILLS-115s2062is,115,s,is,1,3,840
BILLS-115s2062rs,115,s,rs,2,3,974
BILLS-115s2063is,115,s,is,3,2,834
BILLS-115s2064is,115,s,is,5,2,251
BILLS-115s2065is,115,s,is,4,2,5986
BILLS-115s2066is,115,s,is,3,3,2838
BILLS-115s2067is,115,s,is,1,2,665
BILLS-115s2068is,115,s,is,4,21,5702
BILLS-115s2069is,115,s,is,9,2,331
BILLS-115s206is,115,s,is,2,2,995
BILLS-115s2070es,115,s,es,1,8,3515
BILLS-115s2070is,115,s,is,6,6,3180
BILLS-115s2070rfh,115,s,rfh,1,8,3526
BILLS-115s2070rs,115,s,rs,11,8,3623
BILLS-115s2071is,115,s,is,2,7,2704
BILLS-115s2072is,115,s,is,8,2,754
BILLS-115s2073is,115,s,is,4,2,1120
BILLS-115s2074eah,115,s,eah,0,5,1491
BILLS-115s2074enr,115,s,enr,0,5,1517
BILLS-115s2074es,115,s,es,0,5,1506
BILLS-115s2074is,115,s,is,1,1,1490
BILLS-115s2074rs,115,s,rs,3,5,2918
BILLS-115s2075is,115,s,is,1,2,384
BILLS-115s2076enr,115,s,enr,1,4,2205
BILLS-115s2076es,115,s,es,1,4,2212
BILLS-115s2076is,115,s,is,6,3,2562
BILLS-115s2076rs,115,s,rs,60,5,4822
BILLS-115s2077is,115,s,is,2,2,367
BILLS-115s2078is,115,s,is,2,11,4447
BILLS-115s2079is,115,s,is,2,2,910
BILLS-115s207is,115,s,is,9,2,352
BILLS-115s207rs,115,s,rs,17,2,404
BILLS-115s2080is,115,s,is,2,3,827
BILLS-115s2081is,115,s,is,4,6,3433
BILLS-115s2082is,115,s,is,2,3,383
BILLS-115s2083is,115,s,is,2,4,666
BILLS-115s2084is,115,s,is,1,9,2795
BILLS-115s2085is,115,s,is,2,2,349
BILLS-115s2086is,115,s,is,20,5,1592
BILLS-115s2087is,115,s,is,3,35,8479
BILLS-115s2088is,115,s,is,1,4,1205
BILLS-115s2089is,115,s,is,5,6,1471
BILLS-115s208is,115,s,is,2,4,925
BILLS-115s2090is,115,s,is,2,2,1278
BILLS-115s2091is,115,s,is,1,2,360
BILLS-115s2092is,115,s,is,1,2,651
BILLS-115s2093is,115,s,is,1,2,819
BILLS-115s2094is,115,s,is,3,3,915
BILLS-115s2095is,115,s,is,33,7,14417
BILLS-115s2096is,115,s,is,2,2,220
BILLS-115s2097is,115,s,is,3,4,994
BILLS-115s2098is,115,s,is,10,27,11127
BILLS-115s2098rs,115,s,rs,15,42,28304
BILLS-115s2099is,115,s,is,2,8,3538
BILLS-115s2099rs,115,s,rs,3,8,3584
BILLS-115s209is,115,s,is,2,1,167
BILLS-115s20is,115,s,is,1,2,1198
BILLS-115s2100is,115,s,is,12,4,1161
BILLS-115s2101enr,115,s,enr,0,5,926
BILLS-115s2101es,115,s,es,0,5,923
BILLS-115s2101is,115,s,is,2,5,948
BILLS-115s2101rfh,115,s,rfh,0,5,907
BILLS-115s2102is,115,s,is,2,10,1490
BILLS-115s2102rs,115,s,rs,3,13,2863
BILLS-115s2103is,115,s,is,2,3,1547
BILLS-115s2104is,115,s,is,2,2,566
BILLS-115s2105is,115,s,is,2,2,731
BILLS-115s2106is,115,s,is,5,4,1252
BILLS-115s2107is,115,s,is,2,2,426
BILLS-115s2108is,115,s,is,47,1677,121799
BILLS-115s2109is,115,s,is,32,3,1881
BILLS-115s210is,115,s,is,47,2,402
BILLS-115s2110is,115,s,is,1,2,533
BILLS-115s2111is,115,s,is,1,2,671
BILLS-115s2112is,115,s,is,2,2,270
BILLS-115s2113is,115,s,is,2,4,1182
BILLS-115s2113rs,115,s,rs,3,4,1258
BILLS-115s2114is,115,s,is,9,5,817
BILLS-115s2115is,115,s,is,5,1,444
BILLS-115s2116is,115,s,is,2,2,181
BILLS-115s2117is,115,s,is,2,2,1385
BILLS-115s2118is,115,s,is,1,1,447
BILLS-115s2119is,115,s,is,7,1,451
BILLS-115s211is,115,s,is,2,2,329
BILLS-115s2120is,115,s,is,4,11,3362
BILLS-115s2121is,115,s,is,4,2,2459
BILLS-115s2122is,115,s,is,10,2,214
BILLS-115s2123is,115,s,is,1,2,259
BILLS-115s2124is,115,s,is,9,25,10528
BILLS-115s2125is,115,s,is,6,2,197
BILLS-115s2126is,115,s,is,2,2,481
BILLS-115s2127is,115,s,is,4,5,1055
BILLS-115s2128is,115,s,is,7,10,4807
BILLS-115s2129is,115,s,is,18,2,933
BILLS-115s212is,115,s,is,1,3,1362
BILLS-115s2130is,115,s,is,1,2,1200
BILLS-115s2131is,115,s,is,2,2,725
BILLS-115s2132is,115,s,is,20,3,584
BILLS-115s2133is,115,s,is,2,2,369
BILLS-115s2134is,115,s,is,7,2,1147
BILLS-115s2135is,115,s,is,10,5,2546
BILLS-115s2136is,115,s,is,2,2,790
BILLS-115s2137is,115,s,is,2,1,288
BILLS-115s2138is,115,s,is,2,6,2714
BILLS-115s2139is,115,s,is,10,7,2489
BILLS-115s213is,115,s,is,2,2,254
BILLS-115s213rs,115,s,rs,3,2,315
BILLS-115s2140is,115,s,is,1,5,1657
BILLS-115s2141is,115,s,is,26,6,2339
BILLS-115s2142is,115,s,is,3,2,673
BILLS-115s2143is,115,s,is,17,7,4240
BILLS-115s2144is,115,s,is,10,4,1944
BILLS-115s2145is,115,s,is,8,3,365
BILLS-115s2146is,115,s,is,8,2,212
BILLS-115s2146rcs,115,s,rcs,11,2,229
BILLS-115s2147is,115,s,is,12,8,5602
BILLS-115s2148is,115,s,is,15,7,2250
BILLS-115s2149is,115,s,is,2,1,228
BILLS-115s214is,115,s,is,2,1,351
BILLS-115s214rs,115,s,rs,3,1,397
BILLS-115s2150is,115,s,is,1,2,714
BILLS-115s2151is,115,s,is,1,1,292
BILLS-115s2152eah,115,s,eah,0,8,2817
BILLS-115s2152enr,115,s,enr,0,8,2843
BILLS-115s2152es,115,s,es,0,8,2950
BILLS-115s2152is,115,s,is,6,8,2991
BILLS-115s2152rfh,115,s,rfh,0,8,2940
BILLS-115s2152rs,115,s,rs,26,8,3152
BILLS-115s2153is,115,s,is,1,2,246
BILLS-115s2154is,115,s,is,1,10,3387
BILLS-115s2155enr,115,s,enr,1,56,31247
BILLS-115s2155es,115,s,es,1,56,31228
BILLS-115s2155is,115,s,is,20,34,13585
BILLS-115s2155rs,115,s,rs,26,39,23091
BILLS-115s2156is,115,s,is,2,2,170
BILLS-115s2157is,115,s,is,6,4,1279
BILLS-115s2158is,115,s,is,4,28,7719
BILLS-115s2159is,115,s,is,5,23,5749
BILLS-115s215es,115,s,es,0,1,547
BILLS-115s215is,115,s,is,2,1,567
BILLS-115s215rfh,115,s,rfh,0,1,526
BILLS-115s215rs,115,s,rs,3,1,637
BILLS-115s2160is,115,s,is,4,2,1708
BILLS-115s2160rs,115,s,rs,6,3,3791
BILLS-115s2161is,115,s,is,1,2,750
BILLS-115s2162is,115,s,is,3,2,892
BILLS-115s2163is,115,s,is,2,4,3906
BILLS-115s2164is,115,s,is,4,1,445
BILLS-115s2165is,115,s,is,18,121,29376
BILLS-115s2166is,115,s,is,5,3,541
BILLS-115s2166rs,115,s,rs,6,4,1033
BILLS-115s2167is,115,s,is,2,3,1836
BILLS-115s2168is,115,s,is,1,5,726
BILLS-115s2169is,115,s,is,4,10,3512
BILLS-115s216is,115,s,is,2,6,1381
BILLS-115s216rs,115,s,rs,3,6,1444
BILLS-115s2170is,115,s,is,1,1,207
BILLS-115s2171is,115,s,is,1,2,269
BILLS-115s2172is,115,s,is,7,2,2969
BILLS-115s2173is,115,s,is,2,2,715
BILLS-115s2174is,115,s,is,2,2,939
BILLS-115s2175is,115,s,is,3,3,783
BILLS-115s2176is,115,s,is,6,9,3396
BILLS-115s2177is,115,s,is,12,3,1486
BILLS-115s2178es,115,s,es,0,2,634
BILLS-115s2178is,115,s,is,2,2,556
BILLS-115s2178rfh,115,s,rfh,0,2,621
BILLS-115s2178rs,115,s,rs,4,3,1197
BILLS-115s2179is,115,s,is,3,8,7228
BILLS-115s217is,115,s,is,2,1,304
BILLS-115s217rs,115,s,rs,3,1,367
BILLS-115s2180is,115,s,is,4,4,2197
BILLS-115s2181is,115,s,is,3,2,1052
BILLS-115s2182is,115,s,is,1,2,402
BILLS-115s2183is,115,s,is,1,2,698
BILLS-115s2184is,115,s,is,4,31,21628
BILLS-115s2185is,115,s,is,10,2,424
BILLS-115s2186is,115,s,is,6,7,2393
BILLS-115s2187is,115,s,is,2,37,17865
BILLS-115s2188is,115,s,is,1,2,2032
BILLS-115s2189is,115,s,is,2,8,2248
BILLS-115s218is,115,s,is,1,2,317
BILLS-115s218rs,115,s,rs,2,2,414
BILLS-115s2190is,115,s,is,1,3,294
BILLS-115s2191is,115,s,is,1,4,1118
BILLS-115s2192pcs,115,s,pcs,14,185,86521
BILLS-115s2193pcs,115,s,pcs,5,59,28533
BILLS-115s2194is,115,s,is,2,2,168
BILLS-115s2195is,115,s,is,1,2,1089
BILLS-115s2196is,115,s,is,1,6,2881
BILLS-115s2197is,115,s,is,1,8,1071
BILLS-115s2198is,115,s,is,3,4,1021
BILLS-115s2199pcs,115,s,pcs,1,6,9423
BILLS-115s219is,115,s,is,6,2,353
BILLS-115s21is,115,s,is,28,6,4142
BILLS-115s21rs,115,s,rs,39,6,4249
BILLS-115s2200enr,115,s,enr,2,9,4268
BILLS-115s2200es,115,s,es,2,9,4250
BILLS-115s2200is,115,s,is,3,3,623
BILLS-115s2200rs,115,s,rs,6,5,1174
BILLS-115s2201is,115,s,is,1,2,6734
BILLS-115s2202is,115,s,is,5,13,3543
BILLS-115s2202rs,115,s,rs,8,16,7131
BILLS-115s2203is,115,s,is,7,3,749
BILLS-115s2204is,115,s,is,2,2,737
BILLS-115s2205is,115,s,is,2,2,1083
BILLS-115s2206is,115,s,is,1,2,629
BILLS-115s2207is,115,s,is,3,4,601
BILLS-115s2208is,115,s,is,4,1,395
BILLS-115s2209is,115,s,is,3,2,1190
BILLS-115s220is,115,s,is,28,3,1076
BILLS-115s2210is,115,s,is,2,2,284
BILLS-115s2211is,115,s,is,6,7,1703
BILLS-115s2212is,115,s,is,16,5,2663
BILLS-115s2213is,115,s,is,2,4,541
BILLS-115s2213rs,115,s,rs,3,4,611
BILLS-115s2214is,115,s,is,2,2,294
BILLS-115s2215is,115,s,is,1,3,655
BILLS-115s2216is,115,s,is,6,2,328
BILLS-115s2217is,115,s,is,3,4,1984
BILLS-115s2218is,115,s,is,2,3,398
BILLS-115s2219is,115,s,is,3,7,2822
BILLS-115s221is,115,s,is,6,7,1648
BILLS-115s2220is,115,s,is,3,2,1323
BILLS-115s2221is,115,s,is,2,2,526
BILLS-115s2221rs,115,s,rs,8,2,897
BILLS-115s2222is,115,s,is,4,1,235
BILLS-115s2223is,115,s,is,3,2,359
BILLS-115s2224is,115,s,is,3,4,1308
BILLS-115s2225is,115,s,is,2,2,164
BILLS-115s2226is,115,s,is,3,2,428
BILLS-115s2227is,115,s,is,2,9,1610
BILLS-115s2228is,115,s,is,2,6,3773
BILLS-115s2229is,115,s,is,5,2,886
BILLS-115s222is,115,s,is,1,33,25586
BILLS-115s2230is,115,s,is,2,5,961
BILLS-115s2231is,115,s,is,4,5,2864
BILLS-115s2232is,115,s,is,2,6,2893
BILLS-115s2233is,115,s,is,3,5,1785
BILLS-115s2234is,115,s,is,2,3,988
BILLS-115s2235is,115,s,is,2,2,547
BILLS-115s2236is,115,s,is,20,23,8422
BILLS-115s2237is,115,s,is,2,5,1988
BILLS-115s2238is,115,s,is,2,1,150
BILLS-115s2239is,115,s,is,2,2,1913
BILLS-115s223is,115,s,is,15,4,1524
BILLS-115s2240is,115,s,is,4,4,556
BILLS-115s2241is,115,s,is,1,1,355
BILLS-115s2242is,115,s,is,1,2,824
BILLS-115s2242rs,115,s,rs,2,3,1704
BILLS-115s2243is,115,s,is,3,2,239
BILLS-115s2244is,115,s,is,2,4,721
BILLS-115s2245enr,115,s,enr,0,2,213
BILLS-115s2245es,115,s,es,0,2,224
BILLS-115s2245is,115,s,is,7,2,252
BILLS-115s2245rfh,115,s,rfh,0,2,194
BILLS-115s2246enr,115,s,enr,0,1,214
BILLS-115s2246es,115,s,es,0,1,213
BILLS-115s2246is,115,s,is,2,1,231
BILLS-115s2246rfh,115,s,rfh,0,1,195
BILLS-115s2247is,115,s,is,2,1,238
BILLS-115s2248eah,115,s,eah,3,24,6622
BILLS-115s2248enr,115,s,enr,3,24,6655
BILLS-115s2248es,115,s,es,0,1,397
BILLS-115s2248is,115,s,is,3,1,417
BILLS-115s2249is,115,s,is,3,3,241
BILLS-115s2249rs,115,s,rs,5,5,467
BILLS-115s224is,115,s,is,5,5,2111
BILLS-115s2250is,115,s,is,6,3,3130
BILLS-115s2251is,115,s,is,2,1,164
BILLS-115s2252is,115,s,is,1,2,1347
BILLS-115s2253is,115,s,is,4,2,717
BILLS-115s2254is,115,s,is,9,2,197
BILLS-115s2255is,115,s,is,2,9,3992
BILLS-115s2256is,115,s,is,6,36,7131
BILLS-115s2257is,115,s,is,2,4,3345
BILLS-115s2258is,115,s,is,3,2,246
BILLS-115s2259is,115,s,is,19,3,1742
BILLS-115s225is,115,s,is,2,2,797
BILLS-115s225rs,115,s,rs,3,2,862
BILLS-115s2260is,115,s,is,2,7,1344
BILLS-115s2261is,115,s,is,7,8,6556
BILLS-115s2262is,115,s,is,4,2,763
BILLS-115s2263is,115,s,is,2,2,528
BILLS-115s2264is,115,s,is,2,2,218
BILLS-115s2265is,115,s,is,7,7,2208
BILLS-115s2266is,115,s,is,2,2,1245
BILLS-115s2267is,115,s,is,1,3,478
BILLS-115s2268is,115,s,is,5,4,401
BILLS-115s2269enr,115,s,enr,0,3,268
BILLS-115s2269es,115,s,es,0,3,252
BILLS-115s2269is,115,s,is,2,3,269
BILLS-115s2269rs,115,s,rs,12,3,330
BILLS-115s226es,115,s,es,0,1,503
BILLS-115s226is,115,s,is,3,1,525
BILLS-115s226rs,115,s,rs,4,1,602
BILLS-115s2270is,115,s,is,6,2,450
BILLS-115s2271is,115,s,is,8,20,4123
BILLS-115s2272is,115,s,is,4,1,275
BILLS-115s2273cps,115,s,cps,3,1,178
BILLS-115s2273enr,115,s,enr,1,1,155
BILLS-115s2273es,115,s,es,1,1,160
BILLS-115s2274es,115,s,es,0,2,346
BILLS-115s2274pcs,115,s,pcs,21,2,447
BILLS-115s2275is,115,s,is,5,2,1262
BILLS-115s2276enr,115,s,enr,0,3,726
BILLS-115s2276es,115,s,es,0,3,713
BILLS-115s2276is,115,s,is,2,2,574
BILLS-115s2276rs,115,s,rs,9,4,1151
BILLS-115s2277is,115,s,is,1,1,475
BILLS-115s2278enr,115,s,enr,0,2,1054
BILLS-115s2278es,115,s,es,0,2,1042
BILLS-115s2278is,115,s,is,6,2,1074
BILLS-115s2278rfh,115,s,rfh,0,2,1036
BILLS-115s2278rs,115,s,rs,17,2,1157
BILLS-115s2279is,115,s,is,4,2,6691
BILLS-115s227is,115,s,is,5,38,20590
BILLS-115s2280is,115,s,is,2,2,228
BILLS-115s2281is,115,s,is,1,1,1875
BILLS-115s2282is,115,s,is,2,3,1013
BILLS-115s2283is,115,s,is,2,6,2982
BILLS-115s2283rs,115,s,rs,5,9,5752
BILLS-115s2284is,115,s,is,4,8,1808
BILLS-115s2285is,115,s,is,1,1,280
BILLS-115s2286es,115,s,es,2,17,3381
BILLS-115s2286is,115,s,is,6,17,3340
BILLS-115s2286rfh,115,s,rfh,2,17,3410
BILLS-115s2286rs,115,s,rs,10,17,3526
BILLS-115s2287is,115,s,is,2,4,1321
BILLS-115s2288is,115,s,is,1,3,1397
BILLS-115s2289is,115,s,is,2,5,1618
BILLS-115s228is,115,s,is,2,2,430
BILLS-115s2290is,115,s,is,2,15,2572
BILLS-115s2290rs,115,s,rs,3,13,4054
BILLS-115s2291is,115,s,is,1,1,1888
BILLS-115s2292is,115,s,is,1,2,340
BILLS-115s2293is,115,s,is,2,5,2319
BILLS-115s2294is,115,s,is,2,2,286
BILLS-115s2295is,115,s,is,8,2,400
BILLS-115s2296is,115,s,is,1,3,471
BILLS-115s2296rs,115,s,rs,5,4,981
BILLS-115s2297is,115,s,is,2,3,611
BILLS-115s2297rs,115,s,rs,3,3,752
BILLS-115s2298is,115,s,is,10,2,255
BILLS-115s2299is,115,s,is,2,5,894
BILLS-115s229is,115,s,is,9,3,370
BILLS-115s22is,115,s,is,1,2,192
BILLS-115s2300is,115,s,is,2,1,215
BILLS-115s2301is,115,s,is,13,3,4776
BILLS-115s2302is,115,s,is,2,3,465
BILLS-115s2303is,115,s,is,2,3,842
BILLS-115s2304is,115,s,is,13,5,1298
BILLS-115s2305is,115,s,is,1,2,601
BILLS-115s2306is,115,s,is,2,6,1329
BILLS-115s2307is,115,s,is,2,4,772
BILLS-115s2308is,115,s,is,2,2,870
BILLS-115s2309is,115,s,is,2,2,2098
BILLS-115s230is,115,s,is,1,2,934
BILLS-115s2310is,115,s,is,1,2,271
BILLS-115s2311pcs,115,s,pcs,46,3,3663
BILLS-115s2312is,115,s,is,1,5,2872
BILLS-115s2313is,115,s,is,2,7,3073
BILLS-115s2314is,115,s,is,4,4,743
BILLS-115s2315is,115,s,is,2,9,14136
BILLS-115s2315rs,115,s,rs,5,13,28040
BILLS-115s2316is,115,s,is,1,3,516
BILLS-115s2317is,115,s,is,4,2,422
BILLS-115s2318is,115,s,is,2,2,644
BILLS-115s2319is,115,s,is,5,7,3782
BILLS-115s231is,115,s,is,9,3,391
BILLS-115s2320is,115,s,is,2,2,212
BILLS-115s2321is,115,s,is,8,2,1169
BILLS-115s2322es,115,s,es,0,3,821
BILLS-115s2322is,115,s,is,4,3,613
BILLS-115s2323is,115,s,is,1,2,267
BILLS-115s2324is,115,s,is,2,3,2163
BILLS-115s2325es,115,s,es,0,3,3352
BILLS-115s2325is,115,s,is,1,3,2704
BILLS-115s2325rs,115,s,rs,2,3,5750
BILLS-115s2326is,115,s,is,1,4,1639
BILLS-115s2327is,115,s,is,10,4,505
BILLS-115s2328is,115,s,is,49,3,592
BILLS-115s2329is,115,s,is,2,2,1322
BILLS-115s232is,115,s,is,2,2,406
BILLS-115s2330is,115,s,is,13,2,781
BILLS-115s2331is,115,s,is,3,1,180
BILLS-115s2332is,115,s,is,14,4,1026
BILLS-115s2333is,115,s,is,1,2,266
BILLS-115s2334is,115,s,is,9,5,15711
BILLS-115s2335is,115,s,is,4,11,2961
BILLS-115s2336is,115,s,is,1,2,909
BILLS-115s2337is,115,s,is,1,11,6634
BILLS-115s2338is,115,s,is,1,2,2855
BILLS-115s2339is,115,s,is,1,2,805
BILLS-115s233is,115,s,is,17,2,652
BILLS-115s2340is,115,s,is,4,2,1241
BILLS-115s2341is,115,s,is,3,3,2093
BILLS-115s2342is,115,s,is,1,2,1413
BILLS-115s2343es,115,s,es,0,3,1306
BILLS-115s2343is,115,s,is,4,3,1072
BILLS-115s2343rs,115,s,rs,15,3,2341
BILLS-115s2344is,115,s,is,3,20,11039
BILLS-115s2345is,115,s,is,9,2,472
BILLS-115s2346is,115,s,is,2,1,1133
BILLS-115s2347is,115,s,is,2,2,681
BILLS-115s2348is,115,s,is,1,1,290
BILLS-115s2349es,115,s,es,0,2,553
BILLS-115s2349is,115,s,is,2,2,574
BILLS-115s2349rfh,115,s,rfh,0,2,522
BILLS-115s2349rs,115,s,rs,3,2,652
BILLS-115s234is,115,s,is,3,7,4678
BILLS-115s2350is,115,s,is,2,3,2318
BILLS-115s2351is,115,s,is,2,2,1050
BILLS-115s2352is,115,s,is,1,6,4656
BILLS-115s2353is,115,s,is,2,4,1622
BILLS-115s2354is,115,s,is,20,20,9860
BILLS-115s2355is,115,s,is,2,1,213
BILLS-115s2356is,115,s,is,4,6,2151
BILLS-115s2357is,115,s,is,4,7,2489
BILLS-115s2358is,115,s,is,2,4,897
BILLS-115s2359is,115,s,is,1,2,639
BILLS-115s235is,115,s,is,9,7,2778
BILLS-115s2360is,115,s,is,5,2,278
BILLS-115s2361is,115,s,is,3,2,920
BILLS-115s2362is,115,s,is,1,2,1660
BILLS-115s2363is,115,s,is,2,3,1291
BILLS-115s2364is,115,s,is,4,2,1849
BILLS-115s2365is,115,s,is,4,6,2531
BILLS-115s2366is,115,s,is,2,2,230
BILLS-115s2367is,115,s,is,2,25,10533
BILLS-115s2368is,115,s,is,3,7,6125
BILLS-115s2369is,115,s,is,3,3,552
BILLS-115s2369rs,115,s,rs,4,3,606
BILLS-115s236is,115,s,is,12,12,4812
BILLS-115s2370is,115,s,is,3,9,7700
BILLS-115s2371is,115,s,is,5,1,528
BILLS-115s2372eah,115,s,eah,7,65,39454
BILLS-115s2372enr,115,s,enr,7,65,39538
BILLS-115s2372es,115,s,es,0,2,381
BILLS-115s2372is,115,s,is,6,2,407
BILLS-115s2372rfh,115,s,rfh,0,2,404
BILLS-115s2373is,115,s,is,2,1,315
BILLS-115s2374is,115,s,is,5,5,2364
BILLS-115s2374rs,115,s,rs,12,8,4560
BILLS-115s2375is,115,s,is,1,4,2061
BILLS-115s2376is,115,s,is,2,1,226
BILLS-115s2377enr,115,s,enr,0,1,213
BILLS-115s2377es,115,s,es,0,1,212
BILLS-115s2377is,115,s,is,2,1,231
BILLS-115s2377rfh,115,s,rfh,0,1,195
BILLS-115s2377rs,115,s,rs,3,1,287
BILLS-115s2378is,115,s,is,1,2,553
BILLS-115s2379is,115,s,is,3,10,2397
BILLS-115s237is,115,s,is,2,2,344
BILLS-115s2380is,115,s,is,1,2,2937
BILLS-115s2381is,115,s,is,4,5,2995
BILLS-115s2382is,115,s,is,2,2,366
BILLS-115s2383is,115,s,is,4,6,5034
BILLS-115s2384is,115,s,is,9,2,199
BILLS-115s2385es,115,s,es,0,9,1756
BILLS-115s2385is,115,s,is,5,9,1644
BILLS-115s2385rfh,115,s,rfh,0,9,1779
BILLS-115s2386is,115,s,is,3,2,2188
BILLS-115s2387is,115,s,is,5,7,2710
BILLS-115s2388is,115,s,is,4,2,2884
BILLS-115s2389is,115,s,is,4,2,374
BILLS-115s238is,115,s,is,3,1,359
BILLS-115s2390is,115,s,is,5,2,2296
BILLS-115s2391is,115,s,is,3,3,1150
BILLS-115s2392is,115,s,is,1,2,608
BILLS-115s2393is,115,s,is,5,2,1383
BILLS-115s2394is,115,s,is,1,2,715
BILLS-115s2395is,115,s,is,4,4,1362
BILLS-115s2396is,115,s,is,4,2,324
BILLS-115s2397is,115,s,is,1,2,783
BILLS-115s2397rs,115,s,rs,2,3,1624
BILLS-115s2398is,115,s,is,1,1,289
BILLS-115s2399is,115,s,is,2,2,1473
BILLS-115s239is,115,s,is,4,2,741
BILLS-115s239rs,115,s,rs,5,2,801
BILLS-115s23is,115,s,is,1,3,2198
BILLS-115s2400is,115,s,is,2,2,578
BILLS-115s2400rs,115,s,rs,3,2,627
BILLS-115s2401is,115,s,is,1,23,9748
BILLS-115s2402is,115,s,is,2,1,434
BILLS-115s2403is,115,s,is,2,1,522
BILLS-115s2404is,115,s,is,2,2,258
BILLS-115s2405is,115,s,is,2,2,882
BILLS-115s2406is,115,s,is,4,2,218
BILLS-115s2407is,115,s,is,6,2,1537
BILLS-115s2408is,115,s,is,4,1,316
BILLS-115s2409is,115,s,is,5,6,941
BILLS-115s240is,115,s,is,38,1,231
BILLS-115s2410is,115,s,is,2,2,575
BILLS-115s2411is,115,s,is,1,1,435
BILLS-115s2412is,115,s,is,5,2,1230
BILLS-115s2413is,115,s,is,1,5,1179
BILLS-115s2413rs,115,s,rs,3,5,1272
BILLS-115s2414is,115,s,is,1,3,506
BILLS-115s2415is,115,s,is,2,3,1257
BILLS-115s2416is,115,s,is,2,4,381
BILLS-115s2417is,115,s,is,17,6,1957
BILLS-115s2418is,115,s,is,2,2,827
BILLS-115s2418rs,115,s,rs,6,3,1371
BILLS-115s2419is,115,s,is,2,2,796
BILLS-115s2419rs,115,s,rs,3,3,1531
BILLS-115s241is,115,s,is,24,3,357
BILLS-115s2420is,115,s,is,6,2,435
BILLS-115s2421is,115,s,is,22,3,526
BILLS-115s2422is,115,s,is,2,1,271
BILLS-115s2423is,115,s,is,16,3,247
BILLS-115s2424is,115,s,is,1,1,661
BILLS-115s2425is,115,s,is,3,1,239
BILLS-115s2426is,115,s,is,1,2,449
BILLS-115s2427is,115,s,is,2,2,406
BILLS-115s2428is,115,s,is,1,1,340
BILLS-115s2429is,115,s,is,7,2,411
BILLS-115s242is,115,s,is,7,2,739
BILLS-115s2430is,115,s,is,8,2,625
BILLS-115s2431is,115,s,is,3,2,538
BILLS-115s2432es,115,s,es,0,15,1868
BILLS-115s2432is,115,s,is,4,15,2011
BILLS-115s2433is,115,s,is,2,2,629
BILLS-115s2434is,115,s,is,1,18,4214
BILLS-115s2434rs,115,s,rs,2,24,9113
BILLS-115s2435is,115,s,is,1,4,422
BILLS-115s2436is,115,s,is,2,2,430
BILLS-115s2437is,115,s,is,16,2,994
BILLS-115s2438is,115,s,is,8,2,203
BILLS-115s2439is,115,s,is,2,2,1367
BILLS-115s243is,115,s,is,2,2,372
BILLS-115s2440is,115,s,is,2,5,761
BILLS-115s2441is,115,s,is,1,1,154
BILLS-115s2442is,115,s,is,1,2,1587
BILLS-115s2443is,115,s,is,4,3,1743
BILLS-115s2444is,115,s,is,2,3,1013
BILLS-115s2445is,115,s,is,6,10,2900
BILLS-115s2446is,115,s,is,1,3,3678
BILLS-115s2447is,115,s,is,3,7,1347
BILLS-115s2448is,115,s,is,6,2,415
BILLS-115s2449is,115,s,is,3,4,2353
BILLS-115s244is,115,s,is,10,3,255
BILLS-115s2450is,115,s,is,3,2,1621
BILLS-115s2451is,115,s,is,1,2,244
BILLS-115s2452is,115,s,is,2,20,3315
